path,bytes,category
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t015_legacy_n1201_h2o_3um_v3_w006_n04_s52002/complete.json,6150,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t015_legacy_n1201_h2o_3um_v3_w006_n04_s52002/measurement.json,15524,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t016_legacy_n1201_h2o_continuum_blue_q20_n02_s52002/complete.json,6228,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t016_legacy_n1201_h2o_continuum_blue_q20_n02_s52002/measurement.json,15212,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t017_legacy_n1201_h2o_continuum_blue_q50_n02_s52002/complete.json,6228,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t017_legacy_n1201_h2o_continuum_blue_q50_n02_s52002/measurement.json,15313,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t018_legacy_n1201_h2o_continuum_blue_q80_n02_s52002/complete.json,6228,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t018_legacy_n1201_h2o_continuum_blue_q80_n02_s52002/measurement.json,15347,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t019_legacy_n1201_h2o_continuum_red_q20_n02_s52002/complete.json,6208,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t019_legacy_n1201_h2o_continuum_red_q20_n02_s52002/measurement.json,15346,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t020_legacy_n1201_h2o_continuum_red_q50_n02_s52002/complete.json,6218,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t020_legacy_n1201_h2o_continuum_red_q50_n02_s52002/measurement.json,15324,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t021_legacy_n1201_h2o_continuum_red_q80_n02_s52002/complete.json,6218,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t021_legacy_n1201_h2o_continuum_red_q80_n02_s52002/measurement.json,15330,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t022_expanded_n2401_h2o_3um_v3_w006_n00_s52001/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t022_expanded_n2401_h2o_3um_v3_w006_n00_s52001/measurement.json,15296,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t023_expanded_n2401_h2o_3um_v3_w006_n01_s52001/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t023_expanded_n2401_h2o_3um_v3_w006_n01_s52001/measurement.json,15283,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t024_expanded_n2401_h2o_3um_v3_w006_n02_s52001/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t024_expanded_n2401_h2o_3um_v3_w006_n02_s52001/measurement.json,15327,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t025_expanded_n2401_h2o_3um_v3_w006_n03_s52001/complete.json,6116,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t025_expanded_n2401_h2o_3um_v3_w006_n03_s52001/measurement.json,15274,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t026_expanded_n2401_h2o_3um_v3_w006_n04_s52001/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t026_expanded_n2401_h2o_3um_v3_w006_n04_s52001/measurement.json,15284,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t027_expanded_n2401_h2o_continuum_blue_q20_n02_s52001/complete.json,6195,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t027_expanded_n2401_h2o_continuum_blue_q20_n02_s52001/measurement.json,15296,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t028_expanded_n2401_h2o_continuum_blue_q50_n02_s52001/complete.json,6195,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t028_expanded_n2401_h2o_continuum_blue_q50_n02_s52001/measurement.json,15325,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t029_expanded_n2401_h2o_continuum_blue_q80_n02_s52001/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t029_expanded_n2401_h2o_continuum_blue_q80_n02_s52001/measurement.json,15292,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t030_expanded_n2401_h2o_continuum_red_q20_n02_s52001/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t030_expanded_n2401_h2o_continuum_red_q20_n02_s52001/measurement.json,15345,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t031_expanded_n2401_h2o_continuum_red_q50_n02_s52001/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t031_expanded_n2401_h2o_continuum_red_q50_n02_s52001/measurement.json,15335,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t032_expanded_n2401_h2o_continuum_red_q80_n02_s52001/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t032_expanded_n2401_h2o_continuum_red_q80_n02_s52001/measurement.json,15318,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t033_expanded_n2401_h2o_3um_v3_w006_n00_s52002/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t033_expanded_n2401_h2o_3um_v3_w006_n00_s52002/measurement.json,15305,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t034_expanded_n2401_h2o_3um_v3_w006_n01_s52002/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t034_expanded_n2401_h2o_3um_v3_w006_n01_s52002/measurement.json,15303,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t035_expanded_n2401_h2o_3um_v3_w006_n02_s52002/complete.json,6107,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t035_expanded_n2401_h2o_3um_v3_w006_n02_s52002/measurement.json,15310,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t036_expanded_n2401_h2o_3um_v3_w006_n03_s52002/complete.json,6116,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t036_expanded_n2401_h2o_3um_v3_w006_n03_s52002/measurement.json,15282,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t037_expanded_n2401_h2o_3um_v3_w006_n04_s52002/complete.json,6117,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t037_expanded_n2401_h2o_3um_v3_w006_n04_s52002/measurement.json,15302,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t038_expanded_n2401_h2o_continuum_blue_q20_n02_s52002/complete.json,6195,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t038_expanded_n2401_h2o_continuum_blue_q20_n02_s52002/measurement.json,15257,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t039_expanded_n2401_h2o_continuum_blue_q50_n02_s52002/complete.json,6195,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t039_expanded_n2401_h2o_continuum_blue_q50_n02_s52002/measurement.json,15323,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t040_expanded_n2401_h2o_continuum_blue_q80_n02_s52002/complete.json,6195,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t040_expanded_n2401_h2o_continuum_blue_q80_n02_s52002/measurement.json,15358,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t041_expanded_n2401_h2o_continuum_red_q20_n02_s52002/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t041_expanded_n2401_h2o_continuum_red_q20_n02_s52002/measurement.json,15338,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t042_expanded_n2401_h2o_continuum_red_q50_n02_s52002/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t042_expanded_n2401_h2o_continuum_red_q50_n02_s52002/measurement.json,15330,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t043_expanded_n2401_h2o_continuum_red_q80_n02_s52002/complete.json,6185,preserve_compact_science_products
output/h2o_3um_method2_screen_v3_field_pilot/task_records/t043_expanded_n2401_h2o_continuum_red_q80_n02_s52002/measurement.json,15307,preserve_compact_science_products
output/h2o_3um_observation_v2/h2o_3um_observation_contract_v2.json,14278,preserve_compact_science_products
output/h2o_3um_observation_v2/h2o_3um_observation_contract_v2.json.sha256,103,preserve_compact_science_products
output/h2o_3um_observation_v2/h2o_3um_observation_contract_v2.png,316963,preserve_compact_science_products
output/h2o_3um_observation_v2/h2o_3um_observation_contract_v2.png.sha256,102,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_continuum_lsf_nodes_R2400_v2.tsv,5600,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_continuum_lsf_nodes_R2400_v2.tsv.sha256,118,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_continuum_supports_v2.tsv,2373,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_continuum_supports_v2.tsv.sha256,111,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_dense_R2400_v2.csv,935378,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_dense_R2400_v2.csv.sha256,104,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_logical_targets_v2.tsv,5538,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_logical_targets_v2.tsv.sha256,108,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_target_lsf_nodes_R2400_v2.tsv,9590,preserve_compact_science_products
output/h2o_3um_observation_v2/stellar_center_h2o_target_lsf_nodes_R2400_v2.tsv.sha256,115,preserve_compact_science_products
output/h2o_3um_observation_v3/h2o_3um_observation_contract_v3.json,30588,preserve_compact_science_products
output/h2o_3um_observation_v3/h2o_3um_observation_contract_v3.json.sha256,103,preserve_compact_science_products
output/h2o_3um_observation_v3/h2o_3um_observation_contract_v3.png,277092,preserve_compact_science_products
output/h2o_3um_observation_v3/h2o_3um_observation_contract_v3.png.sha256,102,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv,8345,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv.sha256,118,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_continuum_supports_v3.tsv,2530,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_continuum_supports_v3.tsv.sha256,111,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_dense_R2400_v3.csv,1047920,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_dense_R2400_v3.csv.sha256,104,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_logical_targets_v3.tsv,5196,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_logical_targets_v3.tsv.sha256,108,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv,14514,preserve_compact_science_products
output/h2o_3um_observation_v3/stellar_center_h2o_target_lsf_nodes_R2400_v3.tsv.sha256,115,preserve_compact_science_products
output/h2o_abundance_grid_v1_curve.json,3640,preserve_compact_science_products
output/h2o_abundance_grid_v1_curve.png,238150,preserve_compact_science_products
output/h2o_abundance_grid_v1_curve.provenance.json,473,preserve_compact_science_products
output/h2o_band_1arcsec_dust_axis_v02_vmax0p1_amax0p4_v1.ecsv,21869,preserve_compact_science_products
output/h2o_band_1arcsec_dust_axis_v02_vmax0p1_amax0p4_v1.provenance.json,1083,preserve_compact_science_products
output/h2o_band_1arcsec_grid_x0p04_v1.ecsv,19306,preserve_compact_science_products
output/h2o_band_1arcsec_grid_x0p04_v1.provenance.json,956,preserve_compact_science_products
output/h2o_band_1arcsec_remeasurement_v1.ecsv,18725,preserve_compact_science_products
output/h2o_band_1arcsec_remeasurement_v1.provenance.json,759,preserve_compact_science_products
output/h2o_best_model_vs_jwst_full_spectrum.png,513447,preserve_compact_science_products
output/h2o_best_model_vs_jwst_full_spectrum.provenance.json,1998,preserve_compact_science_products
output/h2o_dust_axis_band_v1_tau.json,2232,preserve_compact_science_products
output/h2o_dust_axis_grid_v1_scores.json,42261,preserve_compact_science_products
output/h2o_dust_axis_grid_v1_scores.png,302683,preserve_compact_science_products
output/h2o_dust_axis_grid_v1_scores.provenance.json,675,preserve_compact_science_products
output/h2o_grid_x0p04_vs_jwst_full_spectrum.png,521028,preserve_compact_science_products
output/h2o_grid_x0p04_vs_jwst_full_spectrum.provenance.json,2191,preserve_compact_science_products
output/h2o_screen_vs_jwst_full_spectrum.png,453320,preserve_compact_science_products
output/h2o_screen_vs_jwst_full_spectrum.provenance.json,1455,preserve_compact_science_products
output/h2o_silicate_demo_anchors_v1.ecsv,3083,preserve_compact_science_products
output/h2o_silicate_demo_anchors_v1.provenance.json,1991,preserve_compact_science_products
output/h2o_stage1_six_opacity_shapes_vs_observed.png,518718,preserve_compact_science_products
output/h2o_stage1_six_opacity_shapes_vs_observed.provenance.json,6135,preserve_compact_science_products
output/handoff/README_tmc1a_jwst_spectrum.txt,2460,preserve_compact_science_products
output/handoff/tmc1a_jwst_continuum_R100.csv,52509,preserve_compact_science_products
output/handoff/tmc1a_jwst_native_continuum_points.csv,2266237,preserve_compact_science_products
output/handoff/tmc1a_jwst_native_full_unfiltered.csv,2968618,preserve_compact_science_products
output/high_photon_feature_sed.png,441080,preserve_compact_science_products
output/high_photon_feature_sed_bins.ecsv,72982,preserve_compact_science_products
output/high_photon_feature_sed_drift.ecsv,37127,preserve_compact_science_products
output/high_photon_feature_sed_regions.ecsv,19816,preserve_compact_science_products
output/high_photon_feature_sed_rows.ecsv,88196,preserve_compact_science_products
output/high_photon_feature_sed_summary.ecsv,11351,preserve_compact_science_products
output/high_photon_feature_sed_validation.json,4758,preserve_compact_science_products
output/ice_feature_anchor_contract_v1.ecsv,23573,preserve_compact_science_products
output/ice_feature_anchor_contract_v1.json,13392,preserve_compact_science_products
output/ice_feature_anchor_contract_v1.png,322202,preserve_compact_science_products
output/ice_opacity_vs_observed_diagnostic.json,6986,preserve_compact_science_products
output/ice_opacity_vs_observed_diagnostic.png,386729,preserve_compact_science_products
output/inclination_nearir_test.ecsv,5087,preserve_compact_science_products
output/inclination_nearir_test.png,229334,preserve_compact_science_products
output/literature_boundary.png,303930,preserve_compact_science_products
output/literature_boundary_analysis_manifest.json,1776,preserve_compact_science_products
output/literature_boundary_aperture_fractions.ecsv,126462,preserve_compact_science_products
output/literature_boundary_bins.ecsv,87709,preserve_compact_science_products
output/literature_boundary_regions.ecsv,16491,preserve_compact_science_products
output/literature_boundary_summary.ecsv,9393,preserve_compact_science_products
output/literature_boundary_validation.json,54757,preserve_compact_science_products
output/literature_screen.png,309598,preserve_compact_science_products
output/literature_screen_analysis_manifest.json,1571,preserve_compact_science_products
output/literature_screen_aperture_fractions.ecsv,168270,preserve_compact_science_products
output/literature_screen_bins.ecsv,114832,preserve_compact_science_products
output/literature_screen_regions.ecsv,20359,preserve_compact_science_products
output/literature_screen_summary.ecsv,9419,preserve_compact_science_products
output/literature_screen_validation.json,71232,preserve_compact_science_products
output/mapsize_vs_pixelscale_4p5um.png,140766,preserve_compact_science_products
output/matched_method2_closure_4p5um_validation.json,31105,preserve_compact_science_products
output/matched_method2_nearir_validation.json,16609,preserve_compact_science_products
output/mcfost_ice_inputs_audit.json,47303,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_failed_job15161574/README.md,1458,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_failed_job15161574/slurm-tmc1a_3dq_diag-15163094.err,207,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_failed_job15161574/slurm-tmc1a_3dq_diag-15163094.out,7336,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_failed_job15161574/slurm-tmc1a_3dq_post-15161574.err,589,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_failed_job15161574/slurm-tmc1a_3dq_post-15161574.out,210,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_failed_job15161574/strict_continuum_3d_q_v1_validation.json,3971,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_task024_recovery_preflight_job15163096/slurm-tmc1a_3dq_t024r-15163096.err,1389,preserve_compact_science_products
output/provenance/strict_continuum_3d_q_v1_task024_recovery_preflight_job15163096/slurm-tmc1a_3dq_t024r-15163096.out,118,preserve_compact_science_products
output/reproducible_ice_h2o_audit_v1/reproducible_ice_h2o_audit_v1.json,24521,preserve_compact_science_products
output/reproducible_ice_h2o_audit_v1/reproducible_ice_h2o_audit_v1.json.sha256,101,preserve_compact_science_products
output/reproducible_ice_h2o_audit_v1/reproducible_ice_h2o_audit_v1.png,239915,preserve_compact_science_products
output/reproducible_ice_h2o_audit_v1/reproducible_ice_h2o_audit_v1.png.sha256,100,preserve_compact_science_products
output/reproducible_ice_h2o_audit_v1/stellar_center_h2o_profile_R2400_v1.csv,910409,preserve_compact_science_products
output/reproducible_ice_h2o_audit_v1/stellar_center_h2o_profile_R2400_v1.csv.sha256,106,preserve_compact_science_products
output/rerank_normalization_AB.ecsv,805,preserve_compact_science_products
output/step2_aperture_diagnostics.ecsv,8586,preserve_compact_science_products
output/step2_aperture_growth.png,238804,preserve_compact_science_products
output/step2_centroid_offsets.png,103152,preserve_compact_science_products
output/step2_position_diagnostics.ecsv,5223,preserve_compact_science_products
output/step2_source_apertures.png,1028970,preserve_compact_science_products
output/step3_miri_shift_comparison.ecsv,6182826,preserve_compact_science_products
output/step3_miri_shift_summary.ecsv,2008,preserve_compact_science_products
output/step3_miri_shift_test.png,441155,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic.png,535358,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic_anchor_policy.ecsv,3459,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic_predictions.ecsv,295896,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic_regions.ecsv,91077,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic_scores.ecsv,49913,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic_summary.json,6071,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_primary9_v1_w000_diagnostic_validation.json,1896,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_v1.png,519727,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_v1_predictions.ecsv,279304,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_v1_regions.ecsv,83067,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_v1_scores.ecsv,34576,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_v1_summary.json,8081,preserve_compact_science_products
output/strict_continuum_3d_q_v1_task024_seed41002_recovery_v1_validation.json,5132,preserve_compact_science_products
output/strict_continuum_all_wavelength_validation.png,509600,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1.png,547379,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1_highn_sensitivity.json,739524,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1_predictions.ecsv,295624,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1_regions.ecsv,111657,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1_scores.ecsv,42502,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1_summary.json,999,preserve_compact_science_products
output/strict_continuum_cavity_mass_q_source128k_uniform_v2_v1_validation.json,1081,preserve_compact_science_products
output/strict_continuum_measurement_kernel_v1_cluster_parity.json,3253,preserve_compact_science_products
output/strict_continuum_measurement_kernel_v1_parity.json,3703,preserve_compact_science_products
output/strict_continuum_method2_fit_v1.png,430546,preserve_compact_science_products
output/strict_continuum_method2_fit_v1_predictions.ecsv,99385,preserve_compact_science_products
output/strict_continuum_method2_fit_v1_regions.ecsv,33377,preserve_compact_science_products
output/strict_continuum_method2_fit_v1_scores.ecsv,15149,preserve_compact_science_products
output/strict_continuum_method2_fit_v1_summary.json,5369,preserve_compact_science_products
output/strict_continuum_method2_fit_v1_validation.json,100985,preserve_compact_science_products
output/strict_continuum_plane0_v3_smoke_task_10.json,10379,preserve_compact_science_products
output/strict_continuum_plane0_v3_smoke_task_33.json,10349,preserve_compact_science_products
output/strict_continuum_plane0_v3_smoke_task_50.json,10370,preserve_compact_science_products
output/strict_continuum_plane0_v3_smoke_task_90.json,10374,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1.png,553058,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1_predictions.ecsv,74532,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1_regions.ecsv,20216,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1_scores.ecsv,10574,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1_summary.json,4478,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1_validation.json,186999,preserve_compact_science_products
output/strict_continuum_refinement_v1_support_v1_with_jwst.png,549525,preserve_compact_science_products
output/strict_continuum_refinement_v1_validation.json,643534,preserve_compact_science_products
output/strict_continuum_screen_validation_polarized_plane0_v3.json,1373353,preserve_compact_science_products
output/strict_continuum_task114_seed41002_128k.json,7526,preserve_compact_science_products
output/strict_continuum_task114_seed41002_512k.json,10624,preserve_compact_science_products
output/task114_plane0_convergence.png,258485,preserve_compact_science_products
output/tmc1a_literature_rgb_grid_comparison_2um.png,1735718,preserve_compact_science_products
output/tmc1a_literature_rgb_packet_comparison_1p5um.png,1443352,preserve_compact_science_products
output/tmc1a_literature_rgb_v1/tmc1a_literature_rgb_channels.png,2666662,preserve_compact_science_products
output/tmc1a_literature_rgb_v1/tmc1a_literature_rgb_morphology.png,2101029,preserve_compact_science_products
output/tmc1a_literature_rgb_v1/tmc1a_literature_rgb_overview.png,1415450,preserve_compact_science_products
output/tmc1a_literature_rgb_v1/tmc1a_literature_rgb_summary.json,4501,preserve_compact_science_products
output/tmc1a_literature_rgb_v1_psf/tmc1a_literature_rgb_channels.png,1942291,preserve_compact_science_products
output/tmc1a_literature_rgb_v1_psf/tmc1a_literature_rgb_morphology.png,1553008,preserve_compact_science_products
output/tmc1a_literature_rgb_v1_psf/tmc1a_literature_rgb_overview.png,944505,preserve_compact_science_products
output/tmc1a_literature_rgb_v1_psf/tmc1a_literature_rgb_summary.json,4981,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/README.md,2241,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/tmc1a_literature_rgb_channels.png,1924256,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/tmc1a_literature_rgb_channels_raw.png,2526896,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/tmc1a_literature_rgb_morphology.png,1461333,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/tmc1a_literature_rgb_overview.png,935400,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/tmc1a_literature_rgb_overview_raw.png,1375258,preserve_compact_science_products
output/tmc1a_literature_rgb_v4/tmc1a_literature_rgb_summary.json,5072,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/README.md,1586,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/tmc1a_literature_rgb_channels.png,1946080,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/tmc1a_literature_rgb_channels_raw.png,2455218,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/tmc1a_literature_rgb_morphology.png,1596090,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/tmc1a_literature_rgb_overview.png,982959,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/tmc1a_literature_rgb_overview_raw.png,1298144,preserve_compact_science_products
output/tmc1a_literature_rgb_v5/tmc1a_literature_rgb_summary.json,5081,preserve_compact_science_products
output/tmc1a_sed_unstitched.ecsv,4042143,preserve_compact_science_products
output/tmc1a_sed_unstitched.png,155563,preserve_compact_science_products
parity_strict_continuum_measurement_kernel_v1.py,21310,path_sensitive_legacy_source
pin_matched_method2_closure_binary.py,14202,path_sensitive_legacy_source
pin_strict_continuum_cavity_mass_q_task002_source_v1.py,14457,path_sensitive_legacy_source
pin_strict_continuum_cavity_mass_q_task046_source_v1.py,20704,path_sensitive_legacy_source
pin_strict_continuum_cavity_mass_q_task046_source_v2.py,22598,path_sensitive_legacy_source
pin_strict_continuum_cavity_mass_q_task046_source_v3.py,23558,path_sensitive_legacy_source
pin_strict_continuum_task114_plane0_source.py,888,path_sensitive_legacy_source
pin_strict_continuum_task22_source.py,862,path_sensitive_legacy_source
plot_aperture_sed_image_example.py,23378,path_sensitive_legacy_source
plot_extent_closure_correlation.py,5983,path_sensitive_legacy_source
plot_h2o_3um_method2_field_pilot_v3.py,11444,path_sensitive_legacy_source
plot_h2o_abundance_grid_v1_curve.py,7370,path_sensitive_legacy_source
plot_h2o_best_model_vs_jwst_full_spectrum.py,19080,path_sensitive_legacy_source
plot_h2o_dust_axis_grid_v1_scores.py,12265,path_sensitive_legacy_source
plot_h2o_grid_x0p04_vs_jwst_full_spectrum.py,17211,path_sensitive_legacy_source
plot_h2o_screen_vs_jwst_full_spectrum.py,14417,path_sensitive_legacy_source
plot_h2o_stage1_opacity_shape_presentation.py,13123,path_sensitive_legacy_source
plot_ice_opacity_vs_observed.py,13358,path_sensitive_legacy_source
plot_strict_continuum_all_wavelength_validation.py,12780,path_sensitive_legacy_source
plot_strict_continuum_refinement_v1_support_v1_with_jwst.py,11335,path_sensitive_legacy_source
plot_task114_plane0_convergence.py,9768,path_sensitive_legacy_source
plot_tmc1a_literature_rgb.py,14678,path_sensitive_legacy_source
prepare_continuum_sed.py,23334,path_sensitive_legacy_source
prepare_high_photon_feature_sed_array.sh,6037,path_sensitive_legacy_source
prepare_tmc1a_literature_rgb.py,11774,path_sensitive_legacy_source
prepare_tmc1a_literature_rgb_v2.py,1947,path_sensitive_legacy_source
prepare_tmc1a_literature_rgb_v5.py,1628,path_sensitive_legacy_source
remeasure_h2o_abundance_grid_1arcsec_v1.py,7307,path_sensitive_legacy_source
remeasure_h2o_band_1arcsec_v1.py,6234,path_sensitive_legacy_source
remeasure_h2o_dust_axis_band_1arcsec_v1.py,7737,path_sensitive_legacy_source
