task_index	fresh_model_index	grid_model_index	model_label	mass_factor	envelope_amax_um	envelope_size_exponent	anchor_ordinal	anchor_tag	region	bin_index	wavelength_um	wavelength_token	instrument	boundary_compromise	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	psf_fwhm_arcsec	wavelength_file	wavelength_file_sha256	seed	sed_photons	parameter	parameter_sha256	temperature_task_index	temperature_workdir	task_workdir
61	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w001/strict_continuum_anchor.lambda	03eac41388c201eb0d3587e76e6cdbb0a254d084dea08a854af129f7798c686d	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t061_m2p00_a0p50_q4p00_i0p05_w001
62	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w002/strict_continuum_anchor.lambda	5e5ede487ce8e28395d8732fcd14cbdcf044a502bbc451f3e32a4d760288e0ce	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t062_m2p00_a0p50_q4p00_i0p05_w002
63	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w003/strict_continuum_anchor.lambda	6096fee96dea6c68611a03b186f6797670dfd3a73c98ffae6e4e90e535aa1aee	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t063_m2p00_a0p50_q4p00_i0p05_w003
64	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w004/strict_continuum_anchor.lambda	adcd8c330cb64fdf6cd13feaf0fe06ed6c9726df6e30e2a5ad9b3c488f684d87	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t064_m2p00_a0p50_q4p00_i0p05_w004
65	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w005/strict_continuum_anchor.lambda	91d915d166c5e6bb5cb007f0659a7d85b73c54677f8d267a3239a12d70dd3290	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t065_m2p00_a0p50_q4p00_i0p05_w005
66	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w006/strict_continuum_anchor.lambda	3f9b717a21e711e16c54ebd68a2308d823da5c67f37df6ad2ddbe13da82b8010	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t066_m2p00_a0p50_q4p00_i0p05_w006
67	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w007/strict_continuum_anchor.lambda	5f63ad070f3c845a8f617a8a81a0c499df4a74529835dbb910e3bc7165189b12	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t067_m2p00_a0p50_q4p00_i0p05_w007
68	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w008/strict_continuum_anchor.lambda	5797e825e4c6cd5a59e2cc5a5e36940d0ba149f20340a55934be09f172095b37	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t068_m2p00_a0p50_q4p00_i0p05_w008
69	6	7	m2p00_a0p50_q4p00_i0p05	2.00	0.50	4.00	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w009/strict_continuum_anchor.lambda	02feaf67a3a60f2699c2d37af292482df3aaf64119571c73370a59f2c2945f23	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/disk_envelope_m2p00_a0p50_q4p00_i0p05_rt.para	ec7e6c937e40b8047202d039ced802aaf43a3ee92465e3c8a6fdd2be41032d36	6	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p50_q4p00_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t069_m2p00_a0p50_q4p00_i0p05_w009
70	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	0	w000	near_ir_short	2	0.9946761707696127	0.9946761707696127	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.032824313635397222	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w000/strict_continuum_anchor.lambda	958b10dda90471bb610395d7fe4ffc4a8c52cf9552775fb9f72f08df4d0897c3	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t070_m2p00_a0p60_q3p25_i0p05_w000
71	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w001/strict_continuum_anchor.lambda	03eac41388c201eb0d3587e76e6cdbb0a254d084dea08a854af129f7798c686d	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t071_m2p00_a0p60_q3p25_i0p05_w001
72	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w002/strict_continuum_anchor.lambda	5e5ede487ce8e28395d8732fcd14cbdcf044a502bbc451f3e32a4d760288e0ce	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t072_m2p00_a0p60_q3p25_i0p05_w002
73	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w003/strict_continuum_anchor.lambda	6096fee96dea6c68611a03b186f6797670dfd3a73c98ffae6e4e90e535aa1aee	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t073_m2p00_a0p60_q3p25_i0p05_w003
74	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w004/strict_continuum_anchor.lambda	adcd8c330cb64fdf6cd13feaf0fe06ed6c9726df6e30e2a5ad9b3c488f684d87	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t074_m2p00_a0p60_q3p25_i0p05_w004
75	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w005/strict_continuum_anchor.lambda	91d915d166c5e6bb5cb007f0659a7d85b73c54677f8d267a3239a12d70dd3290	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t075_m2p00_a0p60_q3p25_i0p05_w005
76	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w006/strict_continuum_anchor.lambda	3f9b717a21e711e16c54ebd68a2308d823da5c67f37df6ad2ddbe13da82b8010	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t076_m2p00_a0p60_q3p25_i0p05_w006
77	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w007/strict_continuum_anchor.lambda	5f63ad070f3c845a8f617a8a81a0c499df4a74529835dbb910e3bc7165189b12	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t077_m2p00_a0p60_q3p25_i0p05_w007
78	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w008/strict_continuum_anchor.lambda	5797e825e4c6cd5a59e2cc5a5e36940d0ba149f20340a55934be09f172095b37	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t078_m2p00_a0p60_q3p25_i0p05_w008
79	7	8	m2p00_a0p60_q3p25_i0p05	2.00	0.60	3.25	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w009/strict_continuum_anchor.lambda	02feaf67a3a60f2699c2d37af292482df3aaf64119571c73370a59f2c2945f23	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/disk_envelope_m2p00_a0p60_q3p25_i0p05_rt.para	7ca3a8fab6a3174f87bb86b867ba130f3758099f5b09aecfb330787416b91538	7	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p25_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t079_m2p00_a0p60_q3p25_i0p05_w009
80	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	0	w000	near_ir_short	2	0.9946761707696127	0.9946761707696127	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.032824313635397222	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w000/strict_continuum_anchor.lambda	958b10dda90471bb610395d7fe4ffc4a8c52cf9552775fb9f72f08df4d0897c3	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t080_m2p00_a0p60_q3p75_i0p05_w000
81	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	1	w001	near_ir_short	21	1.2028117593024095	1.2028117593024095	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.039692788056979511	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w001/strict_continuum_anchor.lambda	03eac41388c201eb0d3587e76e6cdbb0a254d084dea08a854af129f7798c686d	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t081_m2p00_a0p60_q3p75_i0p05_w001
82	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	2	w002	near_ir_short	43	1.4987957445436022	1.4987957445436022	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.049460259569938873	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w002/strict_continuum_anchor.lambda	5e5ede487ce8e28395d8732fcd14cbdcf044a502bbc451f3e32a4d760288e0ce	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t082_m2p00_a0p60_q3p75_i0p05_w002
83	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	3	w003	near_ir_rise	59	1.7588530996181813	1.7588530996181813	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.058042152287399985	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w003/strict_continuum_anchor.lambda	6096fee96dea6c68611a03b186f6797670dfd3a73c98ffae6e4e90e535aa1aee	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t083_m2p00_a0p60_q3p75_i0p05_w003
84	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	4	w004	near_ir_rise	81	2.1916659199557045	2.1916659199557045	NIRSpec	false	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.072324975358538254	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w004/strict_continuum_anchor.lambda	adcd8c330cb64fdf6cd13feaf0fe06ed6c9726df6e30e2a5ad9b3c488f684d87	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t084_m2p00_a0p60_q3p75_i0p05_w004
85	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	5	w005	near_ir_rise	96	2.546352514425122	2.546352514425122	NIRSpec	true	full_n2401	1	2401	2401	6000	2.4989587671803415	4.9582515221832172e-06	0.084029632976029028	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w005/strict_continuum_anchor.lambda	91d915d166c5e6bb5cb007f0659a7d85b73c54677f8d267a3239a12d70dd3290	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t085_m2p00_a0p60_q3p75_i0p05_w005
86	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	6	w006	window_3p9	139	3.9143995604061015	3.9143995604061015	NIRSpec	true	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.12917518549340135	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w006/strict_continuum_anchor.lambda	3f9b717a21e711e16c54ebd68a2308d823da5c67f37df6ad2ddbe13da82b8010	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t086_m2p00_a0p60_q3p75_i0p05_w006
87	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	7	w007	window_5p4	171	5.3906283153397085	5.3906283153397085	MIRI	false	support_zoom_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	0.28389073440621038	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w007/strict_continuum_anchor.lambda	5f63ad070f3c845a8f617a8a81a0c499df4a74529835dbb910e3bc7165189b12	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t087_m2p00_a0p60_q3p75_i0p05_w007
88	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	8	w008	window_13p8	265	13.799908320389276	13.799908320389276	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	0.5613969745728461	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w008/strict_continuum_anchor.lambda	5797e825e4c6cd5a59e2cc5a5e36940d0ba149f20340a55934be09f172095b37	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t088_m2p00_a0p60_q3p75_i0p05_w008
89	8	10	m2p00_a0p60_q3p75_i0p05	2.00	0.60	3.75	9	w009	window_27p5	334	27.513091575690556	27.513091575690556	MIRI	false	zoom_n1201	3.9933471945199667	1201	1201	1502.4989583259237	1.2510399319949406	2.4822220872915486e-06	1.0139320219977885	jwst_mcfost/runs/strict_continuum_3d_q_v1/anchors/w009/strict_continuum_anchor.lambda	02feaf67a3a60f2699c2d37af292482df3aaf64119571c73370a59f2c2945f23	41001	128000	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/disk_envelope_m2p00_a0p60_q3p75_i0p05_rt.para	07eb8f8e4567418d375b40fb70a98744882de665d39cbde3b1414399b5e7683a	8	jwst_mcfost/runs/strict_continuum_3d_q_v1/models/m2p00_a0p60_q3p75_i0p05/temperature	jwst_mcfost/runs/strict_continuum_3d_q_v1/rt_tasks/t089_m2p00_a0p60_q3p75_i0p05_w009
