task_index	phase	seed	parent_kind	parent_id	score_anchor_id	continuum_target_id	analysis_partition	source_table	source_table_sha256	source_row_sha256	target_wavelength_um	lsf_node_global_index	lsf_node_index	lsf_quadrature_weight	lsf_profile	target_resolving_power_R	wavelength_um	instrument	source_segment	native_run_id	model_input_representation	conversion_before_aggregation	aggregated_representation	wavelength_file	wavelength_file_sha256	spatial_config	zoom_token	nx	ny	expected_fov_au	expected_pixel_au	expected_cdelt_deg	aperture_name	east_arcsec	north_arcsec	aperture_radius_arcsec	model_index	model_label	mass_factor	envelope_size_exponent	cavity_tag	requested_half_opening_deg	cavity_h0_token	cavity_r0_token	cavity_exponent_token	mdot_token	inclination_deg	envelope_amin_um	envelope_amax_um	accepted_packets	rt_sed_method	processes_per_task	openmp_threads	temperature_file	temperature_file_sha256	temperature_role	optical_coverage_role	direct_scoring_role	h2o_mass_fraction	silicate_mass_fraction	abundance_token	reference_h2o_mass_fraction	source_phase	source_task_index	source_task_row_sha256	parameter_role	parameter	parameter_sha256	dust_role	task_workdir	task_row_sha256
144	full_h2o	52001	continuum_support	h2o_continuum_blue_q20		h2o_continuum_blue_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	b44ef7ed0150a6fdd805472ca2d1c1ea0b66d0a5d0d66ea71f6bb85840639c58	2.5747747777204344	4	4	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.5760767020385162	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q20/node04.lambda	510277276b54bc7f781872f1f42ff91112187ef46de65259ac3af63d03618dce	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	59	54a84271e3666b61a8365177a5adb5618a119b3423df015e4f568dfdbd7a8f3e	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t144_h2o_continuum_blue_q20_n04_s52001	0b8461914d3a106d377ceebc3062c2da92e9765cfd582e248bbdecbd3a6e8e98
145	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	84a7854dfe22ecef7018b4c91b6b3a7bd32798c8f8bd9a4c2cf6a272bd3a4231	2.6122960249124896	5	0	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6109757956979753	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node00.lambda	f837effd132adde9de61efe712fb2649b30ffb3cf07b53647d3868fe89548263	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	60	7c58350ce253b47dd111eeceabb8d4da75022d40cf7a84e01e3f513eb1fc5f8d	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t145_h2o_continuum_blue_q50_n00_s52001	ea48d23dc45d5f378cecabad1760969d073f84069fdc67ee86c59c8968a869a8
146	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	a7173d8233a1ffabea214c47eda74399158f06bd457e07b56bac54e58c9637fb	2.6122960249124896	6	1	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.61166949575688	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node01.lambda	c84d8d33dd33b6245a9793c7a03efa56538693ddd1e350f12834b20d0e870101	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	61	af823a730dbdb9b2f630f2e1d5309598f16f9dd5e7c1c7b59cd10406064e9660	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t146_h2o_continuum_blue_q50_n01_s52001	7cb64d05c03b7882fc5c2ab374bd182ac96ea4f2477bad2c88d661701ed57a0d
147	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	805de01f55f335c3c38b14f88d0bbdc3abbf81db2fc5cf90b9f3cdcee3efef45	2.6122960249124896	7	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6122960249124896	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node02.lambda	0e84cf42d019b3ce7e6fc4b3a1dcf0b0a714d3cf2c881c3522bad8daa6144c6a	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	62	72b56f694228e925cf9cccc445e1355f16efd41c19c2e8f4be021b408ac58cc6	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t147_h2o_continuum_blue_q50_n02_s52001	f31473952134f2347e43a1acaa03433b67d57794029ca200585fc65e290e1c9f
148	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	89062deafffa8728a6242efe2aed717900c9ab8e2d31ac17cbca6ab5d0114e59	2.6122960249124896	8	3	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.612922704369959	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node03.lambda	1cbbaebe9d60c3234b25e42d2e2ac549ab540ac4a9e3a3de23d4d7cc5cfc1d19	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	63	648d7f655b0622122baa3401738da39ae9d83e2d21ceb91ce61b3a350f8c6466	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t148_h2o_continuum_blue_q50_n03_s52001	c6404e9da93e4c1acf4eb2cbfb8a95cd46b7c6806d45a25b935bac4e167b3eac
149	full_h2o	52001	continuum_support	h2o_continuum_blue_q50		h2o_continuum_blue_q50	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	4fa9d76bddadb976fb008ba77b17f440ca69d36a5d00cf0c958e3bc6a8f564fd	2.6122960249124896	9	4	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6136169216954976	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q50/node04.lambda	34a619220145b1a7f32812f3f95f6037fbd3cbbbcc5687882aa35c347ad44da8	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	64	ac450a3d5c977eeb84536480e22818dd7aba84958dd163a3186d3d0f1bac3fc4	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t149_h2o_continuum_blue_q50_n04_s52001	0ff09688d6a824acc28cae4511c43ceb6495277308d80390665f5afda424ddc5
150	full_h2o	52001	continuum_support	h2o_continuum_blue_q80		h2o_continuum_blue_q80	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	c6f9cd11f9e2002ddbeade7d6456810a273ffb7352bf0b493f1f85e3e15e3c76	2.649991809092044	10	0	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6486525287917937	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q80/node00.lambda	9d18f09890f36c21fecfc44ae15d1fe88b062c99ffe69bd1ae4daefb1696b782	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	65	bad525d1f6361a490eb7cf4ab863fd1d472e4a126685ca5f87524cf6d10608a7	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t150_h2o_continuum_blue_q80_n00_s52001	731257a984b1ba26aeaa530b262f47d08f7ac7acc27cc9fcae30a2b37b61417b
151	full_h2o	52001	continuum_support	h2o_continuum_blue_q80		h2o_continuum_blue_q80	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	49b3302a9f1bd3eecfc082937cb918be850f6d981dc395d74fe4964b1ee93ace	2.649991809092044	11	1	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6493562390361665	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q80/node01.lambda	08f026c5c305288a8d8d83aae112d3bc1e74ef2b40fb8796ee604c1f9bd956d8	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	66	93131890230888e10638d1e65a87d39b9c9aa2fa5efa31cbbbf3cf7e578971a8	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t151_h2o_continuum_blue_q80_n01_s52001	07fcb3e52622c56fa3ff7c26e8347419b638ecaed1ca68ea188654f4515bed2b
152	full_h2o	52001	continuum_support	h2o_continuum_blue_q80		h2o_continuum_blue_q80	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	893bb333938fd1da7d2a260030fba579f5baa119dcd31caf5c803dadb4573796	2.649991809092044	12	2	0.53333333333333333	Gaussian_in_log_lambda_constant_resolving_power	2400	2.649991809092044	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q80/node02.lambda	e1c7b3832787a15afc6d4999881341ec18cfc666e70d3224d5b183584b95f689	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	67	b82439170e5f4ceec87337cc747c1a4f62743dc3dce3dbe09b177ec990a8af91	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t152_h2o_continuum_blue_q80_n02_s52001	8de793e8bc7454125517946ba87d3fcc726b73bac6780ddae9cb4ad85edb9929
153	full_h2o	52001	continuum_support	h2o_continuum_blue_q80		h2o_continuum_blue_q80	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	68d39365e9c88df020529999ad310dee94114967340df38ec254814551feed76	2.649991809092044	13	3	0.2220759220056126	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6506275316186576	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q80/node03.lambda	fea3f351722c59071cda3888e41ff6d833ab17625a17cd80168d786db328dcc0	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	68	2d57526a282c35b640abacb42ab4c762d7db8bff6a86684e71c0e0ccec752528	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t153_h2o_continuum_blue_q80_n03_s52001	1401ed4c5afa2c40ded1f039c2f9e37549a8567a38191352255893def195a9fa
154	full_h2o	52001	continuum_support	h2o_continuum_blue_q80		h2o_continuum_blue_q80	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	f23d4d12c62f5797076d63362fbd65c06c34d9ebd3507487b8d7825116f521f6	2.649991809092044	14	4	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	2.6513317665938914	NIRSpec	G235H	G235H_run01	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_blue_q80/node04.lambda	acc1b26bf00f5ec96326cf2bdbf0e14c37f1f7c563dbd3fdd9d4ac592ef2d570	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	69	af883f14653c6729bde1876a362178fbf9b6958231eaa64d7be57935e59f2d37	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t154_h2o_continuum_blue_q80_n04_s52001	6c8f082e12a8632b5a9d7830a9df98f5a61e7e76224d3d63c0877d2a27579635
155	full_h2o	52001	continuum_support	h2o_continuum_red_q20		h2o_continuum_red_q20	h2o_feature_optical_depth	jwst_mcfost/output/h2o_3um_observation_v3/stellar_center_h2o_continuum_lsf_nodes_R2400_v3.tsv	07f25fef793bf100873ab1f963bc44c55e49b0f171865ef57da62eb4db1d56d2	384dcae0e9fa6a6629717ba395d8b6b7103b993f408c2882f73cf3590833f026	3.549182441347746	15	0	0.011257411327720693	Gaussian_in_log_lambda_constant_resolving_power	2400	3.5473887187749509	NIRSpec	G395H	G395H_run00	lambda_F_lambda_W_m-2	F_nu_Jy=lambda_F_lambda*lambda_um*1e20/c_m_s	F_nu_Jy	jwst_mcfost/runs/h2o_3um_method2_screen_v3/anchors/full_h2o/continuum_support/h2o_continuum_red_q20/node00.lambda	547f75c04262e6b2ae7b8cd968e6f07d218d3529d82fe4c5ace5720b4a1f0076	expanded_n2401	1.9975051980918284	2401	2401	3003.7468767198525	1.2510399319949406	2.4822220872915486e-06	stellar_center	0.0	0.0	0.35	1	m2p25_c17p5_a0p40_q2p75_i0p05	2.25	2.75	c17p5	17.5	317.159480236321	100	1.0	7.3011756855e-08	70.0	0.03	0.4	128000	2	1	16	jwst_mcfost/runs/strict_continuum_cavity_mass_q_v1/models/m2p25_c17p5_a0p40_q2p75_i0p05/temperature/seed=41001/data_th/Temperature.fits.gz	1bd212f2f54dd8c1701a6064e129ba7fdb5721cb3fe296472433bbdd3b79ec1c	reused_accepted_continuum_temperature_screening_only_not_self_consistent_for_changed_dust	inside_h2o_optical_constants	continuum_reconstruction_not_scored	0.03	0.97	x0p03	0.05	full_h2o	70	bc6f2a106db76ae728db9368621566d3e888323a870476c5455a6926a14a5176	h2o_selected_x0p03	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/parameters/h2o_x0p03_rt.para	bf4257382851e20e1f8e05bef03bc663bd1f5803032e9c9af381a7331a302fde	selected_h2o_disjoint_dhs_abundance_grid_screening_dust	jwst_mcfost/runs/h2o_3um_abundance_grid_v1/tasks/x0p03/t155_h2o_continuum_red_q20_n00_s52001	b62f9a01b5fb94b89cf27a4bd22a771253b4de071039db41363d008105c9d578
